,CustomerID,Gender,SeniorCitizen,Partner,Dependents,Region,InternetService,OnlineSecurity,TechSupport,OnlineBackup,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TenureMonths,MonthlyCharges,TotalCharges,AccountStartDate,AccountEndDate,Churn,ChurnProbability,ChurnReason
6177,106177,1,1,0,0,0,2,0,0,0,0,0,1,1,1,64,22.29,1436.55,5595,4270,1,0.574,0
6178,106178,1,0,1,0,9,0,1,1,0,1,0,2,0,3,29,69.96,2035.37,450,4271,0,0.142,5
6179,106179,1,0,1,0,5,1,0,1,1,0,0,0,0,2,12,80.68,940.29,2851,866,1,0.858,1
6180,106180,0,0,1,1,2,1,0,1,0,1,0,0,1,1,48,85.75,4123.02,4389,3470,1,0.75,2
6181,106181,1,1,0,0,8,2,0,0,0,0,0,1,1,3,51,18.04,929.94,232,711,1,0.574,3
6182,106182,1,0,1,1,9,1,0,1,0,1,1,0,1,2,11,87.86,964.32,1361,550,1,0.846,2
6183,106183,0,0,1,1,0,0,0,0,0,1,0,0,1,0,35,51.43,1798.49,919,1266,1,0.786,1
6184,106184,0,0,1,0,1,0,1,0,0,0,0,1,1,3,55,56.54,3095.11,8829,4271,0,0.401,5
6185,106185,1,1,1,1,9,1,1,1,1,0,0,1,0,2,63,86.02,5484.49,6372,4271,0,0.574,5
6186,106186,1,0,0,0,1,2,0,0,0,0,0,0,1,2,0,17.37,0.0,2843,635,1,0.937,4
6187,106187,0,0,1,0,4,1,0,1,0,1,1,0,1,2,20,85.91,1729.63,3574,4271,0,0.846,5
6188,106188,0,0,1,0,3,1,1,0,1,1,1,1,0,0,14,87.41,1215.18,7098,4271,0,0.55,5
6189,106189,0,0,0,1,5,0,1,0,0,0,0,0,0,2,59,52.37,3064.55,6440,4270,1,0.818,4
6190,106190,0,0,1,1,1,2,0,0,0,0,0,0,1,1,14,19.69,274.68,7992,4031,1,0.786,0
6191,106191,0,0,1,1,2,1,1,1,0,1,1,0,1,2,12,92.08,1089.19,3476,1959,1,0.769,1
6192,106192,0,0,0,0,4,2,0,0,0,0,0,0,1,3,49,18.18,910.58,1660,1752,1,0.786,0
6193,106193,0,0,0,0,6,1,0,1,1,1,1,0,1,0,30,91.91,2751.59,3346,4271,0,0.75,5
6194,106194,1,0,0,0,8,1,1,0,0,1,1,0,1,1,16,89.57,1435.22,8969,4270,1,0.786,2
6195,106195,0,0,1,0,4,1,0,1,1,1,0,0,0,1,68,83.46,5627.74,2489,885,1,0.769,4
6196,106196,0,0,0,0,4,0,1,1,1,1,0,0,0,3,63,70.54,4457.92,5498,4271,0,0.55,5
6197,106197,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,65.06,22.65,6500,3472,1,0.891,0
6198,106198,0,0,0,1,7,0,1,1,0,0,0,0,1,2,39,64.23,2502.99,4024,4035,1,0.668,4
6199,106199,0,1,1,0,8,1,0,0,1,1,0,0,1,3,24,76.4,1856.03,4054,4261,1,0.818,4
6200,106200,1,0,1,0,5,1,1,0,0,0,1,1,1,0,70,81.37,5715.09,3865,2718,1,0.525,0
6201,106201,0,0,0,1,4,0,0,1,1,0,1,0,1,1,49,63.79,3145.81,7812,4097,1,0.646,4
6202,106202,1,0,0,0,3,1,0,1,0,0,1,0,0,3,39,82.02,3199.55,5806,1875,1,0.769,1
6203,106203,1,0,0,0,1,1,1,1,0,0,0,0,1,0,26,83.61,2159.97,29,2207,1,0.646,2
6204,106204,1,1,1,0,0,1,0,1,0,1,0,2,1,0,10,78.27,743.93,1739,4271,0,0.231,5
6205,106205,1,1,1,0,2,0,0,0,0,1,0,0,0,2,10,49.72,487.18,90,2,1,0.9,0
6206,106206,0,0,0,1,5,1,0,0,1,1,0,0,1,1,49,70.92,3478.7,9996,4270,1,0.786,4
6207,106207,1,0,0,0,7,0,1,0,0,1,1,0,1,3,68,68.49,4643.63,9552,4270,1,0.69,2
6208,106208,1,0,1,1,9,0,0,1,0,1,0,0,1,2,14,58.67,812.46,6144,4270,1,0.769,4
6209,106209,0,0,1,0,8,1,1,0,0,1,1,1,1,3,37,86.24,3189.44,4157,4271,0,0.525,5
6210,106210,1,0,1,0,6,0,0,1,0,1,0,2,1,1,68,60.46,4105.19,8499,4271,0,0.198,5
6211,106211,1,0,0,1,8,2,0,0,0,0,0,0,0,0,26,21.45,571.02,9978,4270,1,0.802,3
6212,106212,1,0,0,0,6,2,0,0,0,0,0,1,1,2,8,18.28,171.26,1021,4271,0,0.668,5
6213,106213,1,0,0,1,2,1,1,0,0,0,0,0,0,0,51,72.5,3712.91,765,2823,1,0.711,1
6214,106214,0,0,0,1,4,0,0,1,0,1,1,0,1,2,32,71.65,2291.4,6875,4271,0,0.769,5
6215,106215,1,0,1,1,1,1,0,0,1,1,0,0,0,3,16,81.74,1277.23,3031,1459,1,0.87,0
6216,106216,0,0,0,0,1,1,0,0,1,0,0,1,0,2,31,71.67,2199.53,3854,4271,0,0.69,5
6217,106217,0,0,0,1,8,0,0,0,0,0,1,0,1,0,28,55.7,1585.79,819,302,1,0.786,4
6218,106218,1,0,0,1,1,0,0,0,1,1,0,0,0,2,25,58.02,1453.34,1220,1309,1,0.881,2
6219,106219,1,0,0,1,6,0,0,1,1,1,1,0,1,1,30,72.39,2148.96,2801,580,1,0.646,1
6220,106220,1,0,1,1,7,0,1,1,1,1,0,0,1,0,21,76.1,1567.92,265,4271,0,0.525,5
6221,106221,1,0,0,0,1,1,0,0,0,0,0,1,1,3,15,63.34,894.64,4408,4271,0,0.525,5
6222,106222,0,0,0,0,2,2,0,0,0,0,0,2,1,1,71,17.1,1205.56,4738,4271,0,0.332,5
6223,106223,0,1,0,1,5,0,0,1,0,1,0,1,1,2,29,58.42,1723.92,5462,2466,1,0.55,0
6224,106224,0,0,1,0,4,0,0,1,0,1,0,0,0,1,10,57.84,603.01,2305,3332,1,0.668,1
6225,106225,1,0,0,1,7,0,0,0,0,0,0,2,1,2,47,45.7,2153.34,1883,4271,0,0.475,5
6226,106226,0,0,0,1,9,1,0,0,0,1,0,0,1,0,15,72.25,1116.7,4025,4271,0,0.786,5
6227,106227,1,1,1,1,5,0,1,0,1,1,1,1,1,2,60,64.95,3917.57,4862,1364,1,0.599,4
6228,106228,1,0,1,0,3,0,0,1,1,1,0,1,1,2,1,65.23,33.9,5545,4270,1,0.69,2
6229,106229,1,0,0,0,3,0,0,1,1,0,1,0,1,1,14,68.58,998.98,1123,2898,1,0.646,4
6230,106230,1,0,1,0,2,1,0,1,0,1,1,0,1,3,23,92.64,2124.24,152,626,1,0.75,0
6231,106231,1,0,1,0,4,1,0,1,0,0,0,0,0,2,35,76.99,2672.7,1738,864,1,0.786,2
6232,106232,0,0,0,1,1,2,0,0,0,0,0,2,0,0,65,15.79,1017.32,9828,4271,0,0.354,5
6233,106233,0,0,0,0,3,1,0,0,1,0,1,0,0,1,46,77.67,3574.86,1664,2130,1,0.802,4
6234,106234,1,0,0,1,4,0,1,0,0,1,0,2,1,3,29,59.55,1730.79,6991,3851,1,0.231,3
6235,106235,0,0,1,1,7,1,1,0,0,1,1,0,1,2,9,90.99,821.96,150,2337,1,0.87,0
6236,106236,1,0,0,1,2,0,0,1,1,1,1,0,1,2,37,69.08,2557.38,830,1435,1,0.769,2
6237,106237,1,1,1,1,4,1,0,1,0,1,1,1,1,0,5,89.17,433.92,9739,4271,0,0.711,5
6238,106238,1,0,1,1,2,0,0,0,0,1,0,2,1,0,47,55.85,2623.84,2308,4271,0,0.332,5
6239,106239,0,0,1,0,3,0,0,1,0,1,0,1,1,1,50,55.31,2782.65,8982,4270,1,0.354,0
6240,106240,1,0,0,1,7,1,1,0,0,0,1,0,1,2,17,78.93,1335.85,6489,2885,1,0.802,2
6241,106241,1,1,1,0,7,0,0,0,0,1,0,0,1,2,26,48.69,1273.28,1977,3535,1,0.891,4
6242,106242,0,0,1,1,6,0,0,1,0,0,0,0,1,3,55,55.97,3026.55,4035,3073,1,0.646,1
6243,106243,0,0,1,0,6,0,0,0,0,0,0,2,1,2,8,45.86,358.24,9475,4271,0,0.475,5
6244,106244,0,0,0,1,7,1,0,0,0,1,1,0,1,3,57,81.56,4691.1,1724,709,1,0.858,0
6245,106245,1,0,0,0,8,0,1,1,1,1,1,0,1,1,19,78.6,1502.49,2567,4271,0,0.525,5
6246,106246,1,0,0,0,2,1,1,0,0,0,1,0,1,2,26,79.34,2008.61,3431,1784,1,0.802,2
6247,106247,0,0,1,1,4,1,1,0,0,1,1,1,0,0,31,86.21,2667.12,3495,4271,0,0.55,5
6248,106248,1,0,1,1,6,0,0,0,0,1,0,0,0,1,11,52.98,588.92,4552,4270,1,0.802,0
6249,106249,0,1,1,1,4,1,0,0,0,0,1,1,1,2,36,72.84,2642.37,1570,1401,1,0.711,0
6250,106250,0,0,0,1,2,1,0,0,0,1,0,1,0,0,12,68.25,853.39,9852,4271,0,0.55,5
6251,106251,1,0,1,1,6,2,0,0,0,0,0,1,1,1,9,20.47,226.96,8844,4270,1,0.525,4
6252,106252,1,1,1,0,4,1,1,1,0,1,0,0,1,2,13,83.43,1094.71,7792,4270,1,0.802,4
6253,106253,0,1,0,0,5,0,1,0,0,0,1,1,1,2,27,61.64,1661.01,5620,4271,0,0.599,5
6254,106254,0,0,1,0,7,1,0,1,0,1,0,2,0,2,14,76.23,1069.25,2411,4271,0,0.332,5
6255,106255,0,1,1,1,7,0,0,1,1,1,1,1,0,0,0,74.89,4.39,2663,3892,1,0.622,4
6256,106256,0,0,1,0,7,0,0,0,0,0,1,1,1,3,30,49.79,1454.99,2884,4271,0,0.525,5
6257,106257,1,0,1,1,7,0,0,0,1,0,0,0,0,3,68,51.62,3491.71,7565,3170,1,0.802,0
6258,106258,0,1,0,1,5,1,1,1,1,1,1,1,1,2,3,103.82,309.02,2782,1102,1,0.731,3
6259,106259,0,0,0,1,4,0,1,1,1,0,1,0,1,2,47,71.07,3349.85,615,1382,1,0.668,4
6260,106260,0,0,1,1,5,1,0,1,0,0,0,0,0,0,27,77.72,2109.4,1189,601,1,0.668,2
6261,106261,1,0,1,0,7,0,0,1,0,1,0,0,1,3,60,57.86,3467.66,7094,4271,0,0.646,5
6262,106262,1,0,0,0,8,1,1,1,1,1,0,1,1,1,68,94.39,6395.32,8267,4270,1,0.354,0
6263,106263,0,0,0,0,8,1,0,1,0,1,1,0,1,0,66,85.57,5622.47,5150,2882,1,0.75,0
6264,106264,1,0,1,0,8,0,1,0,0,0,1,1,1,0,19,54.9,1057.75,1061,4271,0,0.401,5
6265,106265,1,1,0,0,9,0,0,1,0,1,0,2,1,1,30,61.77,1849.92,8858,4271,0,0.231,5
6266,106266,1,0,1,0,1,0,0,1,1,0,0,0,1,1,10,61.87,628.13,6914,4270,1,0.646,0
6267,106267,0,0,0,0,7,0,1,0,0,1,1,2,1,3,67,65.75,4377.9,9131,4271,0,0.231,5
6268,106268,0,1,0,1,1,1,0,0,0,0,1,0,0,2,0,74.26,34.72,6915,4270,1,0.953,0
6269,106269,1,0,0,1,1,2,0,0,0,0,0,0,1,3,47,16.82,810.32,3896,3874,1,0.786,4
6270,106270,0,0,0,0,2,1,0,1,0,0,0,2,1,2,24,75.72,1793.75,6232,4271,0,0.31,5
6271,106271,0,0,1,1,3,1,1,0,0,1,0,0,1,2,44,71.1,3101.87,6027,2653,1,0.802,4
6272,106272,1,0,0,0,8,2,0,0,0,0,0,2,1,3,2,23.72,45.27,4081,4271,0,0.525,5
6273,106273,1,0,0,1,8,1,1,0,1,0,1,2,0,0,3,83.29,208.96,1931,2303,1,0.55,4
6274,106274,0,0,0,0,6,0,0,1,1,0,1,1,1,3,2,62.45,175.23,4519,4270,1,0.55,4
6275,106275,1,0,1,0,7,2,0,0,0,0,0,0,0,1,34,18.28,598.06,9812,4271,0,0.802,5
6276,106276,0,0,0,1,0,1,0,0,0,0,1,0,0,3,49,77.65,3826.81,635,446,1,0.802,2
6277,106277,0,0,0,0,3,2,0,0,0,0,0,0,1,1,63,21.37,1361.3,4939,3020,1,0.786,2
6278,106278,1,0,1,0,0,1,0,1,0,1,1,0,0,2,40,87.37,3548.61,5797,2496,1,0.858,2
6279,106279,0,0,1,0,7,1,1,0,0,0,0,0,1,2,4,80.86,301.99,3305,3206,1,0.937,2
6280,106280,0,0,1,1,6,2,0,0,0,0,0,1,1,2,66,22.04,1472.49,7849,4270,1,0.668,3
6281,106281,1,0,0,0,1,1,0,1,0,1,0,0,0,3,29,82.01,2352.75,2841,2658,1,0.769,0
6282,106282,1,1,0,1,1,1,0,1,0,1,1,0,1,2,2,91.32,176.1,3820,3133,1,0.937,0
6283,106283,1,0,0,0,2,1,0,0,0,0,1,0,1,0,12,75.7,850.44,2292,4271,0,0.786,5
6284,106284,0,1,1,0,6,1,1,0,0,1,0,2,1,2,65,78.12,5077.18,4461,1325,1,0.401,0
6285,106285,1,0,0,0,3,1,0,0,0,0,0,0,0,0,38,61.78,2320.8,8940,4270,1,0.802,0
6286,106286,1,1,0,1,4,0,0,0,0,0,1,1,1,2,48,49.04,2286.84,900,476,1,0.711,3
6287,106287,1,0,1,0,9,1,0,1,0,1,1,1,1,2,28,88.19,2448.99,2293,347,1,0.622,3
6288,106288,1,0,1,0,7,1,1,1,1,1,1,1,1,1,70,100.77,7050.06,6802,4270,1,0.354,3
6289,106289,0,0,1,1,6,0,0,1,0,1,0,0,1,2,35,59.14,2069.18,6503,4270,1,0.769,2
6290,106290,0,0,0,0,5,0,1,0,0,1,0,0,1,1,63,57.2,3598.4,6187,4092,1,0.69,1
6291,106291,1,0,1,0,7,0,1,1,0,0,0,1,1,2,22,65.72,1438.52,89,952,1,0.378,2
6292,106292,0,0,1,0,8,2,0,0,0,0,0,0,1,2,6,18.23,148.96,3647,2916,1,0.87,4
6293,106293,1,0,1,0,4,0,0,1,0,0,0,1,1,1,66,50.61,3309.04,2653,4271,0,0.354,5
6294,106294,1,0,0,1,0,1,0,1,1,0,1,1,0,3,58,84.95,4931.89,8749,4270,1,0.5,2
6295,106295,0,0,1,1,7,1,0,1,0,0,1,0,0,3,43,78.32,3361.17,4859,4270,1,0.668,0
6296,106296,0,0,1,1,5,0,1,1,0,0,0,0,1,0,17,59.61,988.96,7438,4271,0,0.525,5
6297,106297,1,0,1,1,1,0,0,0,0,0,1,0,1,3,29,51.96,1504.01,3056,4271,0,0.786,5
6298,106298,1,0,1,1,1,2,0,0,0,0,0,0,0,0,55,21.7,1217.92,5364,4271,0,0.802,5
6299,106299,0,0,1,1,1,1,0,1,0,0,0,2,1,3,9,82.97,757.43,2582,4271,0,0.289,5
6300,106300,1,0,0,1,3,0,0,1,0,0,0,0,1,2,51,59.3,3043.01,3657,4189,1,0.769,2
6301,106301,0,0,0,0,9,1,0,1,0,0,1,2,1,0,28,77.13,2153.58,6837,4271,0,0.198,5
6302,106302,1,0,0,0,6,1,1,0,0,0,0,0,0,2,69,72.42,4991.64,2465,2249,1,0.818,2
6303,106303,1,0,0,0,5,1,0,0,0,1,1,0,1,3,68,80.44,5443.14,7509,4270,1,0.858,0
6304,106304,0,0,1,1,8,0,0,1,0,1,0,1,1,2,20,62.19,1268.93,9938,4270,1,0.5,4
6305,106305,0,0,0,0,2,1,0,1,1,1,0,1,1,3,3,84.18,243.87,3008,4271,0,0.668,5
6306,106306,0,1,1,1,7,1,0,0,0,0,1,0,1,0,5,74.53,371.82,2404,4271,0,0.909,5
6307,106307,0,0,1,0,4,0,0,0,0,0,0,0,1,2,71,42.19,2980.37,305,2084,1,0.87,4
6308,106308,0,0,0,0,5,0,0,0,0,1,0,0,1,2,43,50.23,2210.92,6202,4271,0,0.87,5
6309,106309,0,0,0,0,9,0,0,1,1,0,0,0,1,1,66,57.97,3851.11,7811,4271,0,0.646,5
6310,106310,0,0,0,0,1,1,1,0,0,0,1,1,0,1,64,78.07,5000.64,442,4271,0,0.426,5
6311,106311,1,0,0,0,1,0,1,1,1,0,1,0,0,1,36,78.35,2818.79,470,26,1,0.55,0
6312,106312,1,0,0,0,4,0,0,1,1,1,0,0,0,0,26,67.38,1750.3,8905,4271,0,0.668,5
6313,106313,1,1,0,1,8,1,1,1,1,0,0,2,0,1,44,88.52,3915.8,4038,4271,0,0.25,5
6314,106314,0,1,0,0,5,1,1,0,0,0,1,1,1,2,44,78.29,3437.56,8203,4271,0,0.599,5
6315,106315,0,0,0,0,3,0,1,0,0,1,1,0,1,2,34,74.81,2567.77,646,2444,1,0.802,4
6316,106316,0,0,1,0,6,1,0,1,1,0,1,1,1,0,4,82.12,310.01,1090,151,1,0.668,3
6317,106317,1,0,1,0,0,1,1,0,1,1,1,1,1,2,0,94.62,21.56,3465,4254,1,0.818,0
6318,106318,0,0,0,1,9,1,0,0,1,0,1,0,0,2,31,82.87,2569.15,9661,4270,1,0.924,4
6319,106319,0,1,1,1,9,0,0,1,0,0,1,1,1,3,3,62.27,145.24,9206,4271,0,0.599,5
6320,106320,1,0,1,1,5,0,0,0,0,1,0,0,1,2,65,52.61,3472.69,9172,4270,1,0.87,2
6321,106321,0,0,1,1,1,1,0,1,1,1,0,0,1,3,49,85.03,4148.78,9496,4270,1,0.75,2
6322,106322,1,0,1,0,6,2,0,0,0,0,0,2,1,1,45,21.92,985.72,6588,4271,0,0.332,5
6323,106323,1,0,0,1,9,0,1,0,0,1,0,0,1,0,66,59.89,3940.79,7388,4270,1,0.69,4
6324,106324,0,1,0,0,0,1,1,0,0,0,0,0,0,3,7,77.96,508.51,524,4271,0,0.75,5
6325,106325,0,0,0,0,6,0,0,1,0,1,1,0,1,3,24,66.3,1579.2,1005,135,1,0.646,0
6326,106326,0,0,0,1,3,0,0,0,0,1,1,0,1,2,25,56.82,1392.64,6485,4270,1,0.87,4
6327,106327,1,0,0,1,1,0,1,0,0,0,1,0,1,0,66,57.13,3800.6,3534,4271,0,0.69,5
6328,106328,1,0,0,0,3,2,0,0,0,0,0,0,0,1,54,24.74,1301.03,525,4271,0,0.802,5
6329,106329,1,0,0,1,3,0,1,1,0,0,0,1,0,3,7,63.53,444.21,5458,4271,0,0.269,5
6330,106330,0,0,1,0,7,0,0,0,0,1,1,1,1,1,20,63.25,1271.89,6203,4271,0,0.525,5
6331,106331,0,0,1,0,1,1,1,1,0,1,1,1,1,2,64,95.07,6052.79,793,4271,0,0.5,5
6332,106332,0,1,1,0,4,0,1,1,1,0,1,0,1,2,61,69.75,4256.27,5998,4271,0,0.711,5
6333,106333,0,0,0,1,0,0,1,1,0,1,1,0,1,2,37,79.17,2896.64,1824,297,1,0.668,0
6334,106334,1,0,0,0,6,0,1,1,0,1,0,1,1,3,53,71.7,3776.75,626,2079,1,0.25,1
6335,106335,1,0,0,1,2,2,0,0,0,0,0,0,1,2,26,17.94,444.25,6437,2226,1,0.87,2
6336,106336,1,0,0,1,0,0,0,1,1,1,1,0,1,1,5,70.06,377.38,6405,4270,1,0.802,4
6337,106337,1,0,1,0,1,2,0,0,0,0,0,0,0,0,66,17.95,1202.51,229,495,1,0.802,1
6338,106338,0,1,1,0,7,0,0,1,0,1,1,2,1,0,15,67.33,967.49,9212,4271,0,0.231,5
6339,106339,0,0,0,1,8,0,1,1,0,0,0,2,1,2,66,62.36,4114.08,3698,4271,0,0.214,5
6340,106340,0,0,1,0,6,2,0,0,0,0,0,0,1,2,62,21.46,1337.96,3487,2717,1,0.87,4
6341,106341,1,0,0,1,5,1,1,1,0,1,1,1,0,0,12,94.79,1152.19,668,1113,1,0.378,0
6342,106342,1,0,0,1,4,0,1,1,0,1,1,1,1,2,36,82.19,2987.39,8500,4270,1,0.5,0
6343,106343,0,1,0,0,8,1,1,1,0,0,0,0,1,0,2,88.12,212.79,3419,4211,1,0.832,0
6344,106344,0,0,1,1,2,0,0,0,0,1,1,0,1,1,16,59.89,962.36,1120,1430,1,0.786,4
6345,106345,1,1,0,1,5,1,0,0,1,0,0,1,0,1,51,71.02,3684.77,2545,4271,0,0.599,5
6346,106346,0,1,0,1,0,1,1,1,0,0,1,1,1,2,40,87.19,3460.95,3377,3724,1,0.55,1
6347,106347,1,0,0,1,7,0,1,0,1,1,1,0,1,1,30,75.57,2266.96,1956,4271,0,0.69,5
6348,106348,1,0,0,1,7,2,0,0,0,0,0,0,1,2,61,20.64,1263.4,746,665,1,0.87,4
6349,106349,1,1,0,0,7,1,1,1,0,1,1,1,1,3,49,91.83,4467.34,3550,4271,0,0.401,5
6350,106350,0,0,1,0,6,0,1,0,1,0,0,1,1,3,10,56.21,568.01,7698,4271,0,0.401,5
6351,106351,0,0,0,0,7,0,1,0,0,0,0,2,0,3,61,53.22,3212.12,1925,1171,1,0.25,4
6352,106352,1,0,0,0,2,2,0,0,0,0,0,0,1,0,17,23.34,435.45,6644,4089,1,0.786,0
6353,106353,0,0,1,0,7,0,1,0,1,0,0,1,0,1,10,50.84,458.2,1715,1585,1,0.426,4
6354,106354,1,0,1,0,8,1,0,1,0,1,1,0,1,0,18,89.12,1562.07,6090,4270,1,0.75,2
6355,106355,1,0,1,0,6,2,0,0,0,0,0,1,1,2,16,19.97,316.32,5422,4271,0,0.668,5
6356,106356,1,0,0,1,4,1,1,1,0,1,0,0,1,1,11,87.47,922.63,9230,4271,0,0.646,5
6357,106357,1,1,1,1,8,1,0,0,0,0,1,0,0,0,65,70.72,4545.45,5177,3649,1,0.832,0
6358,106358,0,0,1,0,2,0,0,1,0,0,1,1,1,2,39,64.05,2501.15,6883,4270,1,0.5,0
6359,106359,1,0,0,1,5,1,1,1,1,1,1,0,1,0,52,100.99,5212.07,283,515,1,0.646,0
6360,106360,1,0,0,0,1,0,1,0,0,0,0,0,1,2,43,45.66,1956.59,6094,2585,1,0.802,1
6361,106361,0,0,1,0,6,2,0,0,0,0,0,1,1,0,30,19.82,575.61,1415,4271,0,0.525,5
6362,106362,1,0,1,1,8,0,1,0,0,0,1,0,0,1,38,61.65,2370.45,5101,1746,1,0.711,3
6363,106363,1,0,1,0,8,0,0,1,1,0,1,0,1,3,45,63.99,2880.34,3330,3723,1,0.646,2
6364,106364,0,0,0,1,1,0,0,0,0,1,1,1,1,2,34,53.75,1829.08,4597,4271,0,0.668,5
6365,106365,0,0,1,0,2,0,0,1,0,1,0,2,1,1,62,64.57,3990.67,1271,134,1,0.198,0
6366,106366,0,0,0,0,4,0,1,0,1,0,0,0,1,1,65,56.6,3681.65,8943,4271,0,0.69,5
6367,106367,1,1,0,0,8,1,0,0,1,1,1,0,1,2,3,84.67,252.59,1713,2120,1,0.968,1
6368,106368,0,0,0,1,8,2,0,0,0,0,0,2,1,2,52,15.0,743.5,9262,4270,1,0.475,4
6369,106369,0,1,1,1,1,1,0,1,0,0,0,2,1,1,58,77.56,4463.91,4556,4271,0,0.231,5
6370,106370,1,1,0,0,8,0,1,1,1,1,0,0,0,2,65,70.23,4537.83,754,2266,1,0.731,4
6371,106371,1,0,0,0,7,0,0,1,1,0,1,0,0,0,55,70.0,3829.22,7805,3701,1,0.668,4
6372,106372,1,0,1,1,4,2,0,0,0,0,0,1,1,1,35,18.07,617.76,6275,4270,1,0.525,0
6373,106373,1,0,1,1,8,0,0,0,0,0,0,1,0,2,59,46.19,2707.65,9712,4270,1,0.69,3
6374,106374,1,1,0,1,8,1,0,0,1,0,0,0,1,1,15,72.55,1086.15,8628,4270,1,0.818,4
6375,106375,0,0,0,0,9,0,0,1,0,1,0,2,1,3,12,57.23,680.03,7112,4271,0,0.198,5
6376,106376,0,0,1,0,8,2,0,0,0,0,0,0,0,2,55,21.74,1199.06,3458,1557,1,0.881,1
6377,106377,0,0,0,1,3,0,0,0,0,0,0,0,1,2,60,47.03,2808.95,268,1571,1,0.87,0
6378,106378,1,0,0,1,6,0,0,1,0,1,1,1,1,0,6,62.5,363.2,4906,4270,1,0.354,3
6379,106379,1,0,0,0,1,1,1,1,0,1,1,0,1,0,26,94.59,2469.49,1983,701,1,0.646,4
6380,106380,1,0,1,0,2,0,0,1,0,0,0,1,1,0,59,49.71,2961.85,7798,4270,1,0.354,3
6381,106381,0,0,0,0,2,1,0,0,0,0,1,1,0,0,61,65.65,3998.41,2803,501,1,0.55,0
6382,106382,0,0,1,0,4,0,0,0,0,0,1,0,0,0,40,51.31,2032.53,5219,4271,0,0.802,5
6383,106383,1,0,0,1,1,1,1,1,1,1,1,0,1,3,19,100.08,1941.03,5402,4271,0,0.646,5
6384,106384,0,0,0,1,4,0,0,1,0,1,1,0,0,2,16,65.89,1041.91,2525,2210,1,0.786,2
6385,106385,1,0,1,0,6,1,0,1,0,0,0,1,0,0,69,71.38,4931.57,1558,4271,0,0.378,5
6386,106386,0,0,0,0,1,2,0,0,0,0,0,0,1,1,47,15.09,724.04,2533,4271,0,0.786,5
6387,106387,0,0,1,0,8,2,0,0,0,0,0,0,1,2,7,20.0,122.29,3933,4271,0,0.87,5
6388,106388,0,1,0,0,7,1,0,1,0,1,1,1,1,1,26,89.82,2284.24,5656,4271,0,0.525,5
6389,106389,1,0,1,0,2,1,0,1,1,1,0,0,1,1,41,87.07,3564.45,7485,4270,1,0.75,3
6390,106390,0,0,0,0,1,1,1,0,1,1,0,0,1,2,9,80.0,714.91,475,887,1,0.802,2
6391,106391,0,0,1,1,3,0,0,0,1,1,0,0,0,3,40,59.25,2351.0,4143,4271,0,0.802,5
6392,106392,1,0,0,0,1,1,1,1,1,1,0,2,0,3,36,97.11,3476.7,3359,4271,0,0.214,5
6393,106393,0,0,0,0,7,0,1,1,0,0,1,0,0,1,2,76.12,142.15,8713,4271,0,0.731,5
6394,106394,1,0,0,0,1,0,0,1,0,1,1,0,0,2,58,65.8,3786.63,9512,4270,1,0.786,2
6395,106395,1,0,1,0,9,1,1,1,0,0,1,1,1,2,17,90.89,1546.46,1307,4271,0,0.5,5
6396,106396,1,0,0,0,5,1,0,0,0,0,1,2,0,0,67,76.79,5155.27,3668,3539,1,0.354,3
6397,106397,1,0,1,1,2,0,1,0,1,1,0,0,0,2,10,66.8,667.63,4076,1278,1,0.818,4
6398,106398,1,0,0,1,1,1,0,1,0,1,1,0,1,1,30,97.14,2860.45,675,915,1,0.75,4
6399,106399,0,0,0,0,2,2,0,0,0,0,0,0,0,1,64,19.22,1199.38,4689,4108,1,0.802,3
6400,106400,1,0,0,0,0,1,0,1,0,0,1,0,1,2,19,79.63,1511.46,3649,4262,1,0.769,4
6401,106401,1,0,0,1,5,1,0,1,0,1,1,0,0,3,56,82.51,4635.36,1637,3155,1,0.769,3
6402,106402,1,1,1,0,2,0,0,0,0,1,0,1,1,3,21,51.85,1081.5,5663,4271,0,0.574,5
6403,106403,1,0,0,0,5,2,0,0,0,0,0,0,1,0,32,20.13,678.55,708,1063,1,0.786,4
6404,106404,0,0,1,0,5,0,1,0,1,1,1,0,1,3,6,72.89,449.44,9992,4271,0,0.69,5
6405,106405,1,0,0,0,6,2,0,0,0,0,0,0,0,2,33,21.61,718.92,2493,628,1,0.881,3
6406,106406,0,0,0,1,4,2,0,0,0,0,0,0,1,2,49,19.47,959.52,4497,4270,1,0.87,4
6407,106407,1,0,0,0,0,1,1,0,0,1,1,2,1,1,44,87.94,3871.1,3964,4271,0,0.332,5
6408,106408,0,0,0,0,4,1,1,1,1,1,0,0,1,0,46,93.2,4282.94,5752,4271,0,0.646,5
6409,106409,1,0,1,1,0,1,1,1,0,1,1,1,1,2,59,97.75,5769.53,5814,2992,1,0.5,3
6410,106410,1,0,0,0,1,2,0,0,0,0,0,2,1,2,28,15.95,485.48,3470,1997,1,0.475,4
6411,106411,0,0,1,1,2,1,1,1,0,1,1,0,1,1,0,93.92,13.6,9942,4271,0,0.802,5
6412,106412,1,0,0,1,7,0,0,0,1,0,1,2,0,2,59,57.98,3388.6,4239,4271,0,0.5,5
